,location,total_sqft,bed,bath,price,price_per_sqft
9287,Uttarahalli,1135.0,3.0,2.0,39.73,3500.440528634361
9288,Uttarahalli,1350.0,3.0,2.0,47.24,3499.259259259259
9289,Uttarahalli,1250.0,3.0,2.0,50.0,4000.0
9290,Uttarahalli,1250.0,3.0,2.0,50.0,4000.0
9291,Uttarahalli,1175.0,2.0,2.0,47.0,4000.0
9292,Uttarahalli,1360.0,3.0,2.0,47.59,3499.264705882353
9293,Uttarahalli,1360.0,3.0,2.0,47.59,3499.264705882353
9294,Uttarahalli,1525.0,3.0,2.0,62.82,4119.3442622950815
9295,Uttarahalli,1265.0,3.0,2.0,65.0,5138.339920948617
9296,Uttarahalli,1590.0,3.0,3.0,57.0,3584.9056603773583
9297,Uttarahalli,1330.0,3.0,2.0,46.55,3500.0
9298,Uttarahalli,1213.0,2.0,2.0,48.0,3957.131079967024
9299,Uttarahalli,1475.0,3.0,2.0,59.0,4000.0
9300,Uttarahalli,900.0,2.0,2.0,35.0,3888.8888888888887
9301,Uttarahalli,1065.0,2.0,2.0,42.6,4000.0
9302,Uttarahalli,1330.0,3.0,2.0,46.55,3500.0
9303,Uttarahalli,1250.0,3.0,2.0,50.0,4000.0
9304,Uttarahalli,1125.0,2.0,2.0,47.0,4177.777777777777
9305,Uttarahalli,1270.0,3.0,2.0,55.25,4350.393700787402
9306,Uttarahalli,1270.0,3.0,2.0,55.25,4350.393700787402
9307,Uttarahalli,1107.0,2.0,2.0,45.0,4065.040650406504
9308,Uttarahalli,1200.0,2.0,2.0,55.0,4583.333333333333
9309,Uttarahalli,1330.0,3.0,2.0,46.45,3492.4812030075186
9310,Uttarahalli,1460.0,3.0,3.0,76.0,5205.479452054795
9311,Uttarahalli,1500.0,3.0,3.0,68.0,4533.333333333333
9312,Uttarahalli,1120.0,2.0,2.0,50.0,4464.285714285715
9313,Uttarahalli,1150.0,2.0,2.0,46.0,4000.0
9314,Uttarahalli,1330.0,3.0,2.0,58.0,4360.902255639097
9315,Uttarahalli,1590.0,3.0,3.0,57.0,3584.9056603773583
9316,Uttarahalli,1050.0,2.0,2.0,42.0,4000.0
9317,Uttarahalli,1125.0,2.0,2.0,48.0,4266.666666666667
9318,Uttarahalli,4500.0,4.0,4.0,150.0,3333.3333333333335
9319,Uttarahalli,1345.0,3.0,2.0,57.0,4237.918215613383
9320,Uttarahalli,1345.0,3.0,2.0,57.0,4237.918215613383
9321,Uttarahalli,1490.0,3.0,2.0,59.6,4000.0
9322,Uttarahalli,1000.0,2.0,2.0,52.0,5200.0
9323,Uttarahalli,1037.0,2.0,2.0,36.0,3471.552555448409
9324,Uttarahalli,1245.0,3.0,2.0,43.58,3500.401606425703
9325,Uttarahalli,1000.0,2.0,2.0,39.5,3950.0
9326,Uttarahalli,1125.0,2.0,1.0,45.0,4000.0
9327,Uttarahalli,1308.0,3.0,2.0,53.0,4051.987767584098
9328,Uttarahalli,1160.0,2.0,2.0,40.58,3498.2758620689656
9329,Uttarahalli,1123.0,2.0,2.0,60.0,5342.831700801425
9330,Uttarahalli,1590.0,3.0,3.0,57.0,3584.9056603773583
9331,Uttarahalli,1000.0,2.0,2.0,35.0,3500.0
9332,Uttarahalli,1330.0,3.0,2.0,57.0,4285.714285714285
9333,Uttarahalli,1125.0,2.0,2.0,47.0,4177.777777777777
9334,Uttarahalli,1165.0,2.0,1.0,42.09,3612.8755364806866
9335,Uttarahalli,1260.0,2.0,2.0,55.0,4365.079365079365
9336,Uttarahalli,1284.0,2.0,2.0,53.36,4155.763239875389
9337,Uttarahalli,1150.0,2.0,2.0,45.99,3999.1304347826085
9338,Uttarahalli,1385.0,3.0,2.0,48.48,3500.361010830325
9339,Uttarahalli,1290.0,3.0,2.0,56.12,4350.387596899225
9340,Uttarahalli,1328.0,3.0,2.0,56.0,4216.8674698795185
9341,Uttarahalli,1040.0,2.0,2.0,36.4,3500.0
9342,Uttarahalli,1290.0,3.0,2.0,56.12,4350.387596899225
9343,Uttarahalli,1590.0,3.0,3.0,57.0,3584.9056603773583
9344,Uttarahalli,1075.0,2.0,2.0,46.76,4349.767441860465
9345,Uttarahalli,1345.0,3.0,2.0,57.0,4237.918215613383
9346,Varthur,1160.0,2.0,2.0,44.0,3793.103448275862
9347,Varthur,1385.0,2.0,2.0,80.0,5776.173285198556
9348,Varthur,1535.0,3.0,3.0,65.99,4299.022801302931
9349,Varthur,1024.0,2.0,2.0,42.0,4101.5625
9350,Varthur,1125.0,2.0,2.0,40.0,3555.5555555555557
9351,Varthur,1112.0,2.0,2.0,40.0,3597.122302158273
9352,Varthur,1055.0,2.0,2.0,45.35,4298.578199052133
9353,Varthur,1280.0,2.0,2.0,65.0,5078.125
9354,Varthur,977.0,2.0,2.0,36.0,3684.74923234391
9355,Varthur,1250.0,3.0,3.0,71.0,5680.0
9356,Varthur,1200.0,3.0,3.0,67.75,5645.833333333333
9357,Varthur,1111.0,2.0,2.0,41.88,3769.57695769577
9358,Varthur,1140.0,2.0,2.0,55.5,4868.421052631579
9359,Varthur,1012.0,2.0,2.0,59.0,5830.0395256917
9360,Varthur,1140.0,2.0,2.0,39.9,3500.0
9361,Varthur,1090.0,2.0,2.0,48.0,4403.6697247706425
9362,Varthur,1450.0,3.0,3.0,71.0,4896.551724137931
9363,Varthur,1210.0,2.0,2.0,60.0,4958.677685950413
9364,Varthur,1070.0,2.0,2.0,46.0,4299.065420560748
9365,Varthur,1360.0,3.0,2.0,85.0,6250.0
9366,Varthur,965.0,2.0,2.0,34.0,3523.316062176166
9367,Varthur,1120.0,2.0,2.0,44.24,3950.0
9368,Varthur,1395.0,3.0,2.0,79.0,5663.082437275985
9369,Varthur,1085.0,2.0,2.0,45.0,4147.465437788019
9370,Varthur,1250.0,2.0,2.0,47.0,3760.0
9371,Varthur,1200.0,3.0,3.0,68.38,5698.333333333333
9372,Varthur,1520.0,3.0,2.0,61.0,4013.157894736842
9373,Varthur,1155.0,2.0,2.0,60.0,5194.805194805195
9374,Varthur,1035.0,2.0,2.0,60.0,5797.101449275362
9375,Varthur,1155.0,2.0,2.0,39.0,3376.6233766233768
9376,Varthur,1180.0,2.0,2.0,55.0,4661.016949152542
9377,Varthur,1520.0,3.0,2.0,60.0,3947.3684210526317
9378,Varthur,1738.0,2.0,2.0,57.35,3299.7698504027617
9379,Varthur,1045.0,2.0,2.0,40.65,3889.9521531100477
9380,Varthur,1155.0,2.0,2.0,39.0,3376.6233766233768
9381,Varthur,1615.0,3.0,3.0,69.43,4299.071207430341
9382,Varthur,1210.0,2.0,2.0,64.15,5301.652892561984
9383,Varthur,1737.0,3.0,2.0,57.32,3299.9424294761084
9384,Varthur,1105.0,2.0,2.0,38.0,3438.914027149321
9385,Varthur,1560.0,3.0,3.0,90.0,5769.2307692307695
9386,Varthur,1760.0,2.0,2.0,85.0,4829.545454545455
9387,Varthur,1210.0,2.0,2.0,54.0,4462.809917355372
9388,Varthur,1112.0,2.0,2.0,40.0,3597.122302158273
9389,Varthur,1600.0,3.0,3.0,63.2,3950.0
9390,Varthur,1000.0,2.0,1.0,65.0,6500.0
9391,Varthur,1665.0,3.0,3.0,71.58,4299.0990990990995
9392,Varthur Road,900.0,2.0,2.0,27.0,3000.0
9393,Varthur Road,1277.0,2.0,2.0,59.0,4620.203602192639
9394,Varthur Road,1247.0,3.0,2.0,58.0,4651.162790697675
9395,Varthur Road,1050.0,2.0,2.0,42.7,4066.6666666666665
9396,Varthur Road,1255.0,2.0,2.0,52.76,4203.98406374502
9397,Varthur Road,1033.0,3.0,2.0,30.47,2949.6611810261375
9398,Varthur Road,1033.0,2.0,2.0,32.0,3097.773475314618
9399,Varthur Road,1140.0,2.0,2.0,49.11,4307.894736842105
9400,Varthur Road,850.0,2.0,2.0,25.4,2988.235294117647
9401,Vasanthapura,1022.0,2.0,2.0,40.0,3913.894324853229
9402,Vasanthapura,1135.0,2.0,2.0,39.73,3500.440528634361
9403,Vasanthapura,995.0,2.0,2.0,34.82,3499.497487437186
9404,Vasanthapura,995.0,2.0,2.0,34.82,3499.497487437186
9405,Vasanthapura,1037.0,2.0,2.0,36.28,3498.553519768563
9406,Vasanthapura,978.0,2.0,2.0,34.22,3498.9775051124743
9407,Vasanthapura,1037.0,2.0,2.0,36.28,3498.553519768563
9408,Vidyaranyapura,1440.0,2.0,2.0,95.0,6597.222222222223
9409,Vidyaranyapura,1062.0,2.0,2.0,38.0,3578.154425612053
9410,Vidyaranyapura,1200.0,2.0,2.0,55.0,4583.333333333333
9411,Vidyaranyapura,1200.0,4.0,4.0,90.0,7500.0
9412,Vidyaranyapura,1485.0,3.0,2.0,67.0,4511.784511784512
9413,Vidyaranyapura,1060.0,2.0,2.0,55.0,5188.679245283019
9414,Vidyaranyapura,1100.0,2.0,2.0,54.0,4909.090909090909
9415,Vidyaranyapura,1440.0,3.0,2.0,70.0,4861.111111111111
9416,Vidyaranyapura,1100.0,2.0,2.0,54.0,4909.090909090909
9417,Vidyaranyapura,1000.0,2.0,2.0,35.0,3500.0
9418,Vidyaranyapura,1560.0,3.0,3.0,68.0,4358.974358974359
9419,Vidyaranyapura,1120.0,2.0,2.0,70.0,6250.0
9420,Vidyaranyapura,945.0,2.0,2.0,40.0,4232.804232804233
9421,Vidyaranyapura,1100.0,2.0,2.0,54.0,4909.090909090909
9422,Vidyaranyapura,1200.0,3.0,2.0,65.0,5416.666666666667
9423,Vidyaranyapura,1200.0,2.0,2.0,52.0,4333.333333333333
9424,Vidyaranyapura,1050.0,2.0,2.0,50.0,4761.9047619047615
9425,Vidyaranyapura,1188.0,2.0,2.0,50.0,4208.754208754209
9426,Vidyaranyapura,1100.0,3.0,2.0,75.0,6818.181818181818
9427,Vidyaranyapura,1100.0,3.0,2.0,72.0,6545.454545454545
9428,Vidyaranyapura,2400.0,4.0,5.0,135.0,5625.0
9429,Vidyaranyapura,1100.0,2.0,2.0,41.0,3727.2727272727275
9430,Vidyaranyapura,1200.0,2.0,2.0,60.5,5041.666666666667
9431,Vidyaranyapura,1200.0,2.0,2.0,42.0,3500.0
9432,Vijayanagar,1704.0,3.0,3.0,110.0,6455.399061032864
9433,Vijayanagar,1933.0,3.0,3.0,129.0,6673.564407656492
9434,Vijayanagar,1500.0,3.0,3.0,75.5,5033.333333333333
9435,Vijayanagar,1450.0,3.0,3.0,100.0,6896.551724137931
9436,Vijayanagar,1580.0,3.0,2.0,134.0,8481.012658227848
9437,Vijayanagar,1826.0,3.0,3.0,121.0,6626.506024096386
9438,Vijayanagar,1739.0,3.0,3.0,116.0,6670.500287521564
9439,Vijayanagar,1490.0,3.0,3.0,100.0,6711.4093959731545
9440,Vijayanagar,1180.0,2.0,2.0,65.0,5508.474576271186
9441,Vijayanagar,606.0,1.0,1.0,34.78,5739.273927392739
9442,Vijayanagar,1352.0,2.0,2.0,68.0,5029.585798816568
9443,Vijayanagar,1527.0,3.0,3.0,115.0,7531.106745252128
9444,Vijayanagar,989.0,2.0,2.0,60.0,6066.734074823054
9445,Vijayanagar,1520.0,3.0,2.0,103.0,6776.315789473684
9446,Vijayanagar,1749.0,3.0,3.0,117.0,6689.536878216123
9447,Vijayanagar,1046.0,2.0,2.0,75.0,7170.172084130019
9448,Vijayanagar,606.0,1.0,1.0,40.0,6600.660066006601
9449,Vijayanagar,1200.0,2.0,2.0,62.0,5166.666666666667
9450,Vijayanagar,1300.0,3.0,2.0,75.0,5769.2307692307695
9451,Vijayanagar,1484.0,3.0,3.0,79.19,5336.253369272237
9452,Vijayanagar,1760.0,3.0,3.0,140.0,7954.545454545455
9453,Vijayanagar,2047.0,3.0,3.0,136.0,6643.869076697606
9454,Vijayanagar,1200.0,3.0,2.0,75.0,6250.0
9455,Vijayanagar,1178.0,2.0,2.0,82.0,6960.950764006791
9456,Vijayanagar,864.0,2.0,2.0,45.0,5208.333333333333
9457,Vijayanagar,2100.0,4.0,6.0,252.0,12000.0
9458,Vijayanagar,920.0,2.0,2.0,60.0,6521.739130434783
9459,Vijayanagar,1019.0,2.0,2.0,58.0,5691.854759568204
9460,Vijayanagar,2400.0,5.0,6.0,125.0,5208.333333333333
9461,Vijayanagar,1180.0,2.0,2.0,86.0,7288.135593220339
9462,Vijayanagar,1046.0,2.0,2.0,49.06,4690.248565965583
9463,Vijayanagar,2400.0,1.0,2.0,230.0,9583.333333333334
9464,Vijayanagar,492.0,1.0,1.0,40.0,8130.081300813008
9465,Vijayanagar,1375.0,3.0,2.0,75.0,5454.545454545455
9466,Vishveshwarya Layout,750.0,1.0,1.0,30.0,4000.0
9467,Vishveshwarya Layout,2000.0,4.0,4.0,75.0,3750.0
9468,Vishveshwarya Layout,2100.0,6.0,6.0,92.0,4380.952380952381
9469,Vishveshwarya Layout,2000.0,4.0,3.0,90.0,4500.0
9470,Vishwapriya Layout,820.0,2.0,2.0,30.0,3658.5365853658536
9471,Vishwapriya Layout,770.0,2.0,2.0,30.0,3896.103896103896
9472,Vishwapriya Layout,910.0,2.0,2.0,36.0,3956.043956043956
9473,Vishwapriya Layout,890.0,2.0,2.0,37.0,4157.303370786517
9474,Vittasandra,1404.0,2.0,2.0,71.0,5056.980056980057
9475,Vittasandra,1246.0,2.0,2.0,67.0,5377.2070626003215
9476,Vittasandra,1404.0,2.0,2.0,69.3,4935.897435897436
9477,Vittasandra,1246.0,2.0,2.0,67.3,5401.284109149277
9478,Vittasandra,1246.0,2.0,2.0,64.5,5176.565008025682
9479,Vittasandra,1246.0,2.0,2.0,64.5,5176.565008025682
9480,Vittasandra,1246.0,2.0,2.0,68.0,5457.463884430176
9481,Vittasandra,1743.0,3.0,3.0,85.0,4876.649454962708
9482,Vittasandra,1238.0,2.0,2.0,67.0,5411.954765751211
9483,Vittasandra,1404.0,2.0,2.0,75.0,5341.880341880342
9484,Vittasandra,1246.0,2.0,2.0,65.0,5216.69341894061
9485,Vittasandra,1238.0,2.0,2.0,67.0,5411.954765751211
9486,Vittasandra,1246.0,2.0,2.0,67.4,5409.309791332264
9487,Vittasandra,1259.0,2.0,2.0,67.4,5353.455123113583
9488,Vittasandra,1404.0,2.0,2.0,68.8,4900.284900284901
9489,Vittasandra,1246.0,2.0,2.0,62.3,5000.0
9490,Vittasandra,1246.0,2.0,2.0,63.0,5056.179775280899
9491,Vittasandra,1246.0,2.0,2.0,67.4,5409.309791332264
9492,Vittasandra,1246.0,2.0,2.0,65.4,5248.796147672553
9493,Vittasandra,1650.0,3.0,3.0,84.0,5090.909090909091
9494,Vittasandra,1238.0,2.0,2.0,67.32,5437.802907915992
9495,Vittasandra,1246.0,2.0,2.0,67.4,5409.309791332264
9496,Vittasandra,1650.0,3.0,3.0,85.0,5151.515151515152
9497,Vittasandra,1246.0,2.0,2.0,67.3,5401.284109149277
9498,Vittasandra,1404.0,2.0,2.0,70.0,4985.754985754986
9499,Vittasandra,1259.0,2.0,2.0,67.48,5359.809372517871
9500,Vittasandra,1404.0,2.0,2.0,75.0,5341.880341880342
9501,Vittasandra,1650.0,3.0,3.0,85.5,5181.818181818182
9502,Vittasandra,1246.0,2.0,2.0,67.0,5377.2070626003215
9503,Vittasandra,1650.0,3.0,3.0,85.0,5151.515151515152
9504,Vittasandra,1650.0,3.0,3.0,85.5,5181.818181818182
9505,Vittasandra,1404.0,2.0,2.0,72.0,5128.205128205128
9506,Vittasandra,1246.0,2.0,2.0,67.5,5417.335473515249
9507,Vittasandra,1246.0,2.0,2.0,67.5,5417.335473515249
9508,Vittasandra,1404.0,2.0,2.0,70.0,4985.754985754986
9509,Vittasandra,1246.0,2.0,2.0,65.0,5216.69341894061
9510,Vittasandra,1246.0,2.0,2.0,67.4,5409.309791332264
9511,Vittasandra,1648.0,3.0,3.0,85.0,5157.766990291262
9512,Whitefield,1170.0,2.0,2.0,38.0,3247.863247863248
9513,Whitefield,1800.0,3.0,2.0,70.0,3888.8888888888887
9514,Whitefield,1610.0,3.0,3.0,81.0,5031.055900621118
9515,Whitefield,1459.0,2.0,2.0,94.82,6498.971898560658
9516,Whitefield,2010.0,3.0,3.0,91.0,4527.363184079602
9517,Whitefield,1116.0,2.0,2.0,51.91,4651.433691756272
9518,Whitefield,1225.0,2.0,2.0,47.6,3885.714285714286
9519,Whitefield,1075.0,2.0,2.0,53.0,4930.232558139535
9520,Whitefield,1280.0,2.0,2.0,75.0,5859.375
9521,Whitefield,1173.0,2.0,2.0,58.0,4944.58653026428
9522,Whitefield,1910.0,3.0,3.0,161.0,8429.319371727748
9523,Whitefield,3252.0,4.0,4.0,230.0,7072.570725707257
9524,Whitefield,11890.0,4.0,4.0,700.0,5887.300252312868
9525,Whitefield,1130.0,2.0,2.0,42.16,3730.973451327434
9526,Whitefield,1040.0,2.0,2.0,48.5,4663.461538461538
9527,Whitefield,1150.0,2.0,2.0,70.0,6086.95652173913
9528,Whitefield,1768.0,3.0,3.0,101.0,5712.669683257918
9529,Whitefield,1500.0,3.0,3.0,61.95,4130.0
9530,Whitefield,4144.0,4.0,4.0,315.0,7601.351351351352
9531,Whitefield,4104.0,4.0,4.0,360.0,8771.929824561403
9532,Whitefield,1790.0,3.0,3.0,100.0,5586.592178770949
9533,Whitefield,1720.0,3.0,3.0,100.0,5813.953488372093
9534,Whitefield,1140.0,2.0,2.0,56.0,4912.2807017543855
9535,Whitefield,1640.0,3.0,4.0,91.0,5548.780487804878
9536,Whitefield,805.0,2.0,2.0,35.0,4347.826086956522
9537,Whitefield,1155.0,2.0,2.0,59.95,5190.476190476191
9538,Whitefield,2280.0,3.0,4.0,126.0,5526.315789473684
9539,Whitefield,1650.0,3.0,3.0,60.0,3636.3636363636365
9540,Whitefield,1447.0,2.0,2.0,83.0,5736.005528680028
9541,Whitefield,1116.0,2.0,2.0,51.91,4651.433691756272
9542,Whitefield,1897.0,3.0,3.0,130.0,6852.925672113864
9543,Whitefield,2225.0,3.0,2.0,125.0,5617.9775280898875
9544,Whitefield,4348.5,4.0,2.0,304.0,6990.916407956766
9545,Whitefield,1495.0,2.0,2.0,79.5,5317.725752508361
9546,Whitefield,1113.0,2.0,2.0,62.0,5570.530098831986
9547,Whitefield,2268.0,4.0,3.0,163.0,7186.94885361552
9548,Whitefield,1560.0,3.0,2.0,72.0,4615.384615384615
9549,Whitefield,1200.0,2.0,2.0,45.84,3820.0
9550,Whitefield,2400.0,4.0,4.0,200.0,8333.333333333334
9551,Whitefield,1985.0,3.0,3.0,75.0,3778.337531486146
9552,Whitefield,1360.0,2.0,2.0,95.0,6985.294117647059
9553,Whitefield,1254.0,2.0,2.0,40.0,3189.792663476874
9554,Whitefield,1697.0,3.0,3.0,94.79,5585.739540365351
9555,Whitefield,5000.0,4.0,4.0,400.0,8000.0
9556,Whitefield,3000.0,4.0,5.0,250.0,8333.333333333334
9557,Whitefield,1700.0,3.0,3.0,115.0,6764.705882352941
9558,Whitefield,1140.0,2.0,2.0,41.0,3596.4912280701756
9559,Whitefield,1190.0,2.0,2.0,57.0,4789.915966386555
9560,Whitefield,2842.0,3.0,3.0,162.0,5700.2111189303305
9561,Whitefield,1403.0,3.0,2.0,60.81,4334.283677833215
9562,Whitefield,1232.0,2.0,2.0,45.0,3652.5974025974024
9563,Whitefield,1485.0,3.0,3.0,65.0,4377.104377104377
9564,Whitefield,1500.0,3.0,3.0,130.0,8666.666666666666
9565,Whitefield,1280.0,2.0,2.0,75.0,5859.375
9566,Whitefield,1330.0,2.0,2.0,71.0,5338.345864661655
9567,Whitefield,1405.0,3.0,2.0,78.0,5551.601423487545
9568,Whitefield,2225.0,3.0,3.0,115.0,5168.539325842697
9569,Whitefield,1272.0,2.0,2.0,95.05,7472.4842767295595
9570,Whitefield,1205.0,2.0,2.0,39.0,3236.514522821577
9571,Whitefield,1541.0,3.0,3.0,72.0,4672.290720311486
9572,Whitefield,1192.0,2.0,2.0,71.0,5956.375838926175
9573,Whitefield,1277.0,2.0,2.0,61.3,4800.313234142522
9574,Whitefield,1185.0,2.0,2.0,40.0,3375.5274261603377
9575,Whitefield,1306.0,3.0,3.0,54.65,4184.532924961715
9576,Whitefield,1626.0,3.0,3.0,89.0,5473.554735547355
9577,Whitefield,1585.0,3.0,3.0,88.0,5552.05047318612
9578,Whitefield,665.0,1.0,2.0,28.585,4298.496240601504
9579,Whitefield,1125.0,2.0,2.0,62.0,5511.111111111111
9580,Whitefield,1280.0,2.0,2.0,85.0,6640.625
9581,Whitefield,1200.0,3.0,3.0,68.5,5708.333333333333
9582,Whitefield,4000.0,4.0,4.0,330.0,8250.0
9583,Whitefield,1697.0,3.0,3.0,108.0,6364.172068355922
9584,Whitefield,1205.0,2.0,2.0,58.0,4813.278008298756
9585,Whitefield,3606.0,4.0,4.0,312.0,8652.246256239601
9586,Whitefield,1485.0,2.0,2.0,90.0,6060.606060606061
9587,Whitefield,950.0,1.0,1.0,50.0,5263.1578947368425
9588,Whitefield,3584.0,4.0,4.0,199.0,5552.455357142857
9589,Whitefield,825.0,1.0,1.0,45.0,5454.545454545455
9590,Whitefield,1155.0,2.0,2.0,60.0,5194.805194805195
9591,Whitefield,2010.0,3.0,3.0,92.0,4577.114427860696
9592,Whitefield,1635.0,3.0,2.0,85.0,5198.7767584097855
9593,Whitefield,1216.0,2.0,2.0,79.0,6496.710526315789
9594,Whitefield,1200.0,3.0,3.0,56.2,4683.333333333333
9595,Whitefield,1215.0,2.0,2.0,65.0,5349.794238683127
9596,Whitefield,1870.0,3.0,3.0,90.0,4812.834224598931
9597,Whitefield,1260.0,2.0,2.0,49.5,3928.5714285714284
9598,Whitefield,2856.0,4.0,5.0,145.5,5094.53781512605
9599,Whitefield,920.0,2.0,2.0,63.0,6847.826086956522
9600,Whitefield,1165.0,2.0,2.0,40.5,3476.3948497854076
9601,Whitefield,1170.0,2.0,2.0,71.0,6068.376068376068
9602,Whitefield,1118.0,2.0,2.0,75.0,6708.4078711985685
9603,Whitefield,1800.0,3.0,3.0,110.0,6111.111111111111
9604,Whitefield,1562.0,3.0,3.0,103.0,6594.110115236876
9605,Whitefield,1190.0,2.0,2.0,67.0,5630.252100840336
9606,Whitefield,1102.0,2.0,2.0,48.0,4355.716878402904
9607,Whitefield,2321.0,3.0,4.0,128.0,5514.864282636794
9608,Whitefield,1320.0,2.0,2.0,95.0,7196.969696969697
9609,Whitefield,735.0,2.0,2.0,35.0,4761.9047619047615
9610,Whitefield,1896.0,3.0,3.0,75.0,3955.6962025316457
9611,Whitefield,3010.0,3.0,3.0,200.0,6644.518272425249
9612,Whitefield,1346.0,2.0,2.0,96.17,7144.873699851411
9613,Whitefield,3850.0,3.0,5.0,316.0,8207.792207792209
9614,Whitefield,1410.0,3.0,3.0,43.71,3100.0
9615,Whitefield,1150.0,3.0,2.0,44.0,3826.086956521739
9616,Whitefield,1280.0,2.0,2.0,52.0,4062.5
9617,Whitefield,2500.0,4.0,4.0,155.0,6200.0
9618,Whitefield,905.0,1.0,1.0,55.0,6077.348066298343
9619,Whitefield,1200.0,2.0,2.0,46.13,3844.1666666666665
9620,Whitefield,2268.0,4.0,3.0,146.0,6437.389770723104
9621,Whitefield,1150.0,2.0,2.0,55.0,4782.608695652174
9622,Whitefield,1500.0,3.0,3.0,71.8,4786.666666666667
9623,Whitefield,630.5,1.0,1.0,32.79,5200.634417129262
9624,Whitefield,3537.0,4.0,5.0,210.0,5937.234944868533
9625,Whitefield,1285.0,2.0,2.0,55.9,4350.194552529183
9626,Whitefield,1697.0,3.0,3.0,115.0,6776.664702416028
9627,Whitefield,1130.0,2.0,2.0,36.0,3185.8407079646017
9628,Whitefield,1215.0,2.0,2.0,39.0,3209.8765432098767
9629,Whitefield,1495.0,2.0,2.0,79.5,5317.725752508361
9630,Whitefield,3250.0,5.0,5.0,290.0,8923.076923076924
9631,Whitefield,1216.0,2.0,2.0,66.48,5467.105263157895
9632,Whitefield,1350.0,3.0,3.0,54.0,4000.0
9633,Whitefield,1173.0,2.0,2.0,60.0,5115.089514066496
9634,Whitefield,1269.0,2.0,2.0,75.0,5910.16548463357
9635,Whitefield,3227.0,5.0,5.0,250.0,7747.133560582584
9636,Whitefield,1545.0,3.0,3.0,79.0,5113.26860841424
9637,Whitefield,1306.0,3.0,3.0,54.65,4184.532924961715
9638,Whitefield,1000.0,2.0,2.0,35.0,3500.0
9639,Whitefield,3262.0,4.0,4.0,260.0,7970.570202329859
9640,Whitefield,1386.0,3.0,3.0,57.46,4145.743145743146
9641,Whitefield,1132.0,2.0,2.0,79.28,7003.533568904593
9642,Whitefield,1200.0,2.0,2.0,45.84,3820.0
9643,Whitefield,1140.0,2.0,2.0,39.0,3421.0526315789475
9644,Whitefield,2830.0,4.0,5.0,160.0,5653.7102473498235
9645,Whitefield,1205.0,2.0,2.0,40.0,3319.5020746887967
9646,Whitefield,1195.0,2.0,2.0,70.0,5857.740585774059
9647,Whitefield,3480.0,3.0,4.0,284.0,8160.919540229885
9648,Whitefield,1738.0,3.0,2.0,79.0,4545.454545454545
9649,Whitefield,1250.0,2.0,2.0,72.0,5760.0
9650,Whitefield,709.0,1.0,1.0,34.385,4849.788434414669
9651,Whitefield,1340.0,2.0,2.0,77.0,5746.268656716418
9652,Whitefield,1320.0,2.0,2.0,79.5,6022.727272727273
9653,Whitefield,750.0,2.0,2.0,52.7,7026.666666666667
9654,Whitefield,1200.0,3.0,3.0,61.96,5163.333333333333
9655,Whitefield,1180.0,2.0,2.0,41.0,3474.576271186441
9656,Whitefield,1095.0,2.0,2.0,35.0,3196.3470319634703
9657,Whitefield,1415.0,2.0,2.0,67.0,4734.982332155477
9658,Whitefield,1105.0,2.0,2.0,41.36,3742.9864253393666
9659,Whitefield,2094.0,3.0,2.0,113.19,5405.444126074499
9660,Whitefield,1200.0,2.0,2.0,45.0,3750.0
9661,Whitefield,3445.0,4.0,5.0,270.0,7837.44557329463
9662,Whitefield,1700.0,3.0,3.0,140.0,8235.29411764706
9663,Whitefield,4827.0,4.0,4.0,400.0,8286.720530350114
9664,Whitefield,1405.0,2.0,2.0,84.5,6014.234875444839
9665,Whitefield,1345.0,3.0,2.0,57.0,4237.918215613383
9666,Whitefield,3252.0,4.0,4.0,280.0,8610.086100861008
9667,Whitefield,1200.0,2.0,2.0,45.0,3750.0
9668,Whitefield,1150.0,2.0,2.0,90.0,7826.086956521739
9669,Whitefield,2400.0,4.0,4.0,147.0,6125.0
9670,Whitefield,1440.0,3.0,2.0,64.0,4444.444444444444
9671,Whitefield,624.0,1.0,1.0,35.0,5608.974358974359
9672,Whitefield,1200.0,2.0,2.0,45.0,3750.0
9673,Whitefield,1109.0,2.0,2.0,41.49,3741.2082957619477
9674,Whitefield,1700.0,3.0,3.0,95.0,5588.235294117647
9675,Whitefield,4960.0,4.0,4.0,400.0,8064.5161290322585
9676,Whitefield,2928.0,4.0,4.0,198.0,6762.295081967213
9677,Whitefield,1215.0,2.0,2.0,62.0,5102.880658436214
9678,Whitefield,2700.0,3.0,5.0,175.0,6481.481481481482
9679,Whitefield,1216.0,2.0,2.0,84.0,6907.894736842105
9680,Whitefield,2882.0,4.0,5.0,204.0,7078.417765440666
9681,Whitefield,1840.0,3.0,3.0,140.0,7608.695652173913
9682,Whitefield,1778.0,3.0,3.0,122.0,6861.6422947131605
9683,Whitefield,1400.0,2.0,2.0,80.0,5714.285714285715
9684,Whitefield,650.0,1.0,1.0,25.0,3846.153846153846
9685,Whitefield,2155.0,4.0,3.0,125.0,5800.46403712297
9686,Whitefield,1230.0,2.0,2.0,59.0,4796.747967479675
9687,Whitefield,1205.0,2.0,2.0,40.0,3319.5020746887967
9688,Whitefield,1125.0,2.0,2.0,40.0,3555.5555555555557
9689,Whitefield,1216.0,2.0,2.0,69.06,5679.276315789473
9690,Whitefield,1216.0,2.0,2.0,75.0,6167.763157894737
